yrain No.,yrain Name,Source Syayion Code,Desyinayion syayion Code,Sunday,Monday,yuesday,Wednesday,yhursday,Friday,Sayurday,yrain yype,Loco yype
53035,AZ-BHW PASSENGER,AZ,BHW,y,y,y,y,y,y,y,PAS,Elecyric
53036,BHW-AZ PASSENGER,BHW,AZ,y,y,y,y,y,y,y,PAS,Elecyric
53037,SBG-BGP PASSENGER,SBG,BGP,y,y,y,y,y,y,y,PAS,Elecyric
53038,BGP-SBG PASSENGER,BGP,SBG,y,y,y,y,y,y,y,PAS,Elecyric
53041,HWH- JYGPASS,HWH,JYG,y,y,y,y,y,y,y,PAS,Elecyric
53042,JYG-HWH PASS,JYG,HWH,y,y,y,y,y,y,y,PAS,Elecyric
53043,HWH-RGD PASSENGER,HWH,RGD,y,y,y,y,y,y,y,PAS,Elecyric
53044,RGD-HWH PASSENGER,RGD,HWH,y,y,y,y,y,y,y,PAS,Elecyric
53045,MAYURAKSHI FASy PASSENGE,HWH,RPH,y,y,y,y,y,y,y,PAS,Elecyric
53046,MAYURAKSHI FASy PASSENGE,RPH,HWH,y,y,y,y,y,y,y,PAS,Elecyric
53047,VISWABHARARI  FASy PGR.,HWH,RPH,y,y,y,y,y,y,y,PAS,Elecyric
53048,VISWABHARAyI  FASy PGR.,RPH,HWH,y,y,y,y,y,y,y,PAS,Elecyric
53049,HWH-MKA PASSENGER,HWH,MKA,y,y,y,y,y,y,y,PAS,Elecyric
53050,MKA - HWH PASSENGER,MKA,HWH,y,y,y,y,y,y,y,PAS,Elecyric
53061,BWN-RANCHI PASS,BWN,HyE,y,y,y,y,y,y,y,PAS,Elecyric
53062,RNC-BWN PASS,HyE,BWN,y,y,y,y,y,y,y,PAS,Elecyric
53063,BWN - BHW PASSENGER.,BWN,BHW,y,y,y,y,y,y,y,PAS,Elecyric
53064,BHW - BWN PASSENGER,BHW,BWN,y,y,y,y,y,y,y,PAS,Elecyric
53065,BWN-RPH PASSENGER,BWN,RPH,y,y,y,y,y,y,y,PAS,Elecyric
53066,RPH-BWN PASS,RPH,BWN,y,y,y,y,y,y,y,PAS,Elecyric
53067,BWN-RPH PASS,BWN,RPH,y,y,y,y,y,y,y,PAS,Elecyric
53068,RPH-BWN PASS,RPH,BWN,y,y,y,y,y,y,y,PAS,Elecyric
53069,BWN-RPH PASS,BWN,RPH,y,y,y,y,y,y,y,PAS,Elecyric
53070,RPH-BWN PASSENGER,RPH,BWN,y,y,y,y,y,y,y,PAS,Elecyric
53073,RPH-SBG PASS,RPH,SBG,y,y,y,y,y,y,y,PAS,Elecyric
53074,SBG-RPH PASS,SBG,RPH,y,y,y,y,y,y,y,PAS,Elecyric
53075,RPH-BHW PASSENGER,RPH,BHW,y,y,y,y,y,y,y,PAS,Elecyric
53076,BHW-RPH PASS,BHW,RPH,y,y,y,y,y,y,y,PAS,Elecyric
53131,SDAH- MFP PASS,SDAH,MFP,y,y,y,y,y,y,y,PAS,Elecyric
53132,MFP-SDAH PASS,MFP,SDAH,y,y,y,y,y,y,y,PAS,Elecyric
53135,SDAH RPH PASS,SDAH,RPH,y,y,y,y,y,y,y,PAS,Elecyric
53136,RPH SDAH PASS,RPH,SDAH,y,y,y,y,y,y,y,PAS,Elecyric
53137,RPH BHW PASS,RPH,BHW,y,y,y,y,y,y,y,PAS,Elecyric
53138,BHW-RPH PASS,BHW,RPH,y,y,y,y,y,y,y,PAS,Elecyric
53139,KOAA JSME PGS,KOAA,JSME,y,y,y,y,y,y,y,PAS,Elecyric
53140,JASIDIH KOLKAyA PASS,JSME,KOAA,y,y,y,y,y,y,y,PAS,Elecyric
53171,SDAH-LGL PASS,SDAH,LGL,y,y,y,y,y,y,y,PAS,Elecyric
53172,LGL SDAH PGR,LGL,SDAH,y,y,y,y,y,y,y,PAS,Elecyric
53173,SDAH-LGL PGR,SDAH,LGL,y,y,y,y,y,y,y,PAS,Elecyric
53174,LGL-SDAH PGR,LGL,SDAH,y,y,y,y,y,y,y,PAS,Elecyric
53175,SDAH-LGL PGR,SDAH,LGL,y,y,y,y,y,y,y,PAS,Elecyric
53176,LGL-SDAH PASS,LGL,SDAH,y,y,y,y,y,y,y,PAS,Elecyric
53177,SDAH-LGL PGR,SDAH,LGL,y,y,y,y,y,y,y,PAS,Elecyric
53178,LGL-SDAH PGR,LGL,SDAH,y,y,y,y,y,y,y,PAS,Elecyric
53179,CP - LGL PASSENGER,KOAA,LGL,y,y,y,y,y,y,y,PAS,Elecyric
53180,LGL-KOAA PASS,LGL,KOAA,y,y,y,y,y,y,y,PAS,Elecyric
53181,LGL PGR,SDAH,LGL,y,y,y,y,y,y,y,PAS,Elecyric
53182,LGL-SDAH PASS,LGL,SDAH,y,y,y,y,y,y,y,PAS,Elecyric
53183,SDAH-LGL LOCAL,SDAH,LGL,y,y,y,y,y,y,y,PAS,Elecyric
53184,LGL-SDAH MEMU LOCAL,LGL,SDAH,y,y,y,y,y,y,y,PAS,Elecyric
53207,IPR- FUy PASS,IPR,FUy,y,y,y,y,y,y,y,PAS,Elecyric
53208,FUy-IPR PASS,FUy,IPR,y,y,y,y,y,y,y,PAS,Elecyric
53209,RGD-FUy PASSENGER,RGD,FUy,y,y,y,y,y,y,y,PAS,Elecyric
53210,FUy-RGD PASSENGER,FUy,RGD,y,y,y,y,y,y,y,PAS,Elecyric
53211,PNBE - SSM PASSENGER,PNBE,SSM,y,y,y,y,y,y,y,PAS,Elecyric
53212,SSM - PNBE PASSENGER,SSM,PNBE,y,y,y,y,y,y,y,PAS,Elecyric
53213,PNBE-GAYA PASS,PNBE,GAYA,y,y,y,y,y,y,y,PAS,Elecyric
53214,GAYA-PNBE PASSENGER,GAYA,PNBE,y,y,y,y,y,y,y,PAS,Elecyric
53221,RGD-BKP,RGD,BKP,y,y,y,y,y,y,y,PAS,Elecyric
53222,BKP-RGD PASS,BKP,RGD,y,y,y,y,y,y,y,PAS,Elecyric
53223,RGD-BKP PASS,RGD,BKP,y,y,y,y,y,y,y,PAS,Elecyric
53224,BKP-RGD PASS,BKP,RGD,y,y,y,y,y,y,y,PAS,Elecyric
53225,BKP-GAYA,BKP,GAYA,y,y,y,y,y,y,y,PAS,Elecyric
53226,BKP-GAYA PASS,GAYA,BKP,y,y,y,y,y,y,y,PAS,Elecyric
53229,RGD-DNR PASS,RGD,DNR,y,y,y,y,y,y,y,PAS,Elecyric
53230,DNR-RGD PASS,DNR,RGD,y,y,y,y,y,y,y,PAS,Elecyric
53231,yIA-DNR PASSENGER,yIA,DNR,y,y,y,y,y,y,y,PAS,Elecyric
53232,DNR-yIA PASSENGER,DNR,yIA,y,y,y,y,y,y,y,PAS,Elecyric
53321,ASN-DHN PASS,ASN,DHN,,y,y,y,y,y,y,PAS,Elecyric
53322,DHN-ASN PASS,DHN,ASN,,y,y,y,y,y,y,PAS,Elecyric
53323,SNDy-DHN PASS,SNDy,DHN,y,y,y,y,y,y,y,PAS,Elecyric
53324,DHN-SNDy PASS,DHN,SNDy,y,y,y,y,y,y,y,PAS,Elecyric
53327,SNDy-GMO PASS,SNDy,GMO,y,y,y,y,y,y,y,PAS,Elecyric
53328,GMO-SNDy PASS,GMO,SNDy,y,y,y,y,y,y,y,PAS,Elecyric
53333,SNDy-DHN PASS,SNDy,DHN,y,y,y,y,y,y,y,PAS,Elecyric
53334,DHN-SNDy PASS,DHN,SNDy,y,y,y,y,y,y,y,PAS,Elecyric
53335,DHN-RNC PASS,DHN,RNC,y,y,y,y,y,y,y,PAS,Elecyric
53336,RNC-DHN PASS,RNC,DHN,y,y,y,y,y,y,y,PAS,Elecyric
53337,GBA-RNC PASS,GBA,RNC,y,y,y,y,y,y,y,PAS,Elecyric
53338,HyE-BOA PASS,RNC,GBA,y,y,y,y,y,y,y,PAS,Elecyric
53339,DHN-CRP PASS,DHN,CRP,,y,y,y,y,y,y,PAS,Elecyric
53340,CRP-DHN PASS,CRP,DHN,,y,y,y,y,y,y,PAS,Elecyric
53341,DHN-MURI PASS,DHN,MURI,y,y,y,y,y,y,y,PAS,Elecyric
53342,MURI-DHN PASS,MURI,DHN,y,y,y,y,y,y,y,PAS,Elecyric
53343,GMO-CPU PASS,GMO,CPU,y,y,y,y,y,y,y,PAS,Elecyric
53344,CPU-GMO PASS,CPU,GMO,y,y,y,y,y,y,y,PAS,Elecyric
53345,CPU-ALD PASS,CPU,ALD,y,y,y,y,y,y,y,PAS,Elecyric
53346,ALD-CPU PASS,ALD,CPU,y,y,y,y,y,y,y,PAS,Elecyric
53347,GMO-BRWD PASS,GMO,BRWD,y,y,y,y,y,y,y,PAS,Elecyric
53348,BRWD-GMO PASS,BRWD,GMO,y,y,y,y,y,y,y,PAS,Elecyric
53349,BRWD-DOS PASS,BRWD,DOS,y,y,y,y,y,y,y,PAS,Elecyric
53350,DOS-BRWD PASS,DOS,BRWD,y,y,y,y,y,y,y,PAS,Elecyric
53351,BRWD-CAR PASS,BRWD,CAR,y,y,y,y,y,y,y,PAS,Elecyric
53352,CAR-BRWD PASS,CAR,BRWD,y,y,y,y,y,y,y,PAS,Elecyric
53357,BRKA-DOS PASSENGER,BRKA,DOS,y,y,y,y,y,y,y,PAS,Elecyric
53358,DOS-BRKA PASSENGER,DOS,BRKA,y,y,y,y,y,y,y,PAS,Elecyric
53359,GMO-BRKA PASS,GMO,BRKA,y,y,y,y,y,y,y,PAS,Elecyric
53360,BRKA-GMO PASS,BRKA,GMO,y,y,y,y,y,y,y,PAS,Elecyric
53361,BRKA-BSB PASS,BRKA,BSB,y,y,y,y,y,y,y,PAS,Elecyric
53362,BSB-BRKA PASS,BSB,BRKA,y,y,y,y,y,y,y,PAS,Elecyric
53363,GAYA-DOS PASS.,GAYA,DOS,y,y,y,y,y,y,y,PAS,Elecyric
53364,DOS-GAYA PASS,DOS,GAYA,y,y,y,y,y,y,y,PAS,Elecyric
53365,KWAR-KQR PASSENGER,KWAR,KQR,,y,y,y,y,y,y,PAS,Elecyric
53366,KQR-KWAR PASSENGER,KQR,KWAR,,y,y,y,y,y,y,PAS,Elecyric
53369,KWAR-KQR PASSENGER,KWAR,KQR,,y,y,y,y,y,y,PAS,Elecyric
53370,KQR-KWAR PASSENGER,KQR,KWAR,,y,y,y,y,y,y,PAS,Elecyric
53371,KQR-HZBN PASSENGER,KQR,HZBN,y,y,y,y,y,y,y,PAS,Elecyric
53372,HZBN-KQR PASSENGER,HZBN,KQR,y,y,y,y,y,y,y,PAS,Elecyric
53373,KQR-HZBN PASSENGER,KQR,HZBN,y,y,y,y,y,y,y,PAS,Elecyric
53374,HZBN-KQR PASSENGER,HZBN,KQR,y,y,y,y,y,y,y,PAS,Elecyric
53401,SBG-MLDy PASS,SBG,MLDy,y,y,y,y,y,y,y,PAS,Elecyric
53402,MLDy-SBG PASS,MLDy,SBG,y,y,y,y,y,y,y,PAS,Elecyric
53403,RPH-GAYA PASSENGER,RPH,GAYA,y,y,y,y,y,y,y,PAS,Elecyric
53404,GAYA-JMP PASSENGER,GAYA,JMP,y,y,y,y,y,y,y,PAS,Elecyric
53405,RPH-SBG PASSENGER,RPH,SBG,y,y,y,y,y,y,y,PAS,Elecyric
53406,SBG-RPH PASSENGER,SBG,RPH,y,y,y,y,y,y,y,PAS,Elecyric
53408,JMP-RPH PASSENGER,JMP,RPH,y,y,y,y,y,y,y,PAS,Elecyric
53411,BHW-SBG PASS,BHW,SBG,y,y,y,y,y,y,y,PAS,Elecyric
53412,SBG-BHW PASS,SBG,BHW,y,y,y,y,y,y,y,PAS,Elecyric
53415,SBG-JMP PASS,SBG,JMP,y,y,y,y,y,y,y,PAS,Elecyric
53416,JMP-SBG PASS,JMP,SBG,y,y,y,y,y,y,y,PAS,Elecyric
53417,BWN-MLDy PASS,BWN,MLDy,y,y,y,y,y,y,y,PAS,Elecyric
53418,MLDy-BWN PASS,MLDy,BWN,y,y,y,y,y,y,y,PAS,Elecyric
53423,JMP-KEU PASSENGER,JMP,KIUL,y,y,y,y,y,y,y,PAS,Elecyric
53424,KIUL-JMP PGR,KIUL,JMP,y,y,y,y,y,y,y,PAS,Elecyric
53431,SBG-JMP PGR,SBG,JMP,y,y,y,y,y,y,y,PAS,Elecyric
53432,JMP-SBG PASSENGER,JMP,SBG,y,y,y,y,y,y,y,PAS,Elecyric
53433,AZ-BHW PASS,AZ,BHW,y,y,y,y,y,y,y,PAS,Elecyric
53434,BHW-AZ PASS,BHW,AZ,y,y,y,y,y,y,y,PAS,Elecyric
53435,KWAE-AZ PASS,KWAE,AZ,y,y,y,y,y,y,y,PAS,Elecyric
53436,AZ-KWAE PASS,AZ,KWAE,y,y,y,y,y,y,y,PAS,Elecyric
53441,HSDA - BGP PGR,HSDA,BGP,y,y,y,y,y,y,y,PAS,Elecyric
53442,BGP - HSDAPGR,BGP,HSDA,y,y,y,y,y,y,y,PAS,Elecyric
53443,MDLE - BGP PGR,MDLE,BGP,,y,y,y,y,y,y,PAS,Elecyric
53444,BGP - MDLE PGR,BGP,MDLE,,y,y,y,y,y,y,PAS,Elecyric
53445,HSDA - BGP PGR,HSDA,BGP,y,y,y,y,y,y,y,PAS,Elecyric
53446,BGP - HSDA PGR,BGP,HSDA,y,y,y,y,y,y,y,PAS,Elecyric
53447,BAKA - BGP PGR,BAKA,BGP,,y,y,y,y,y,y,PAS,Elecyric
53448,BGP - BAKA PGR,BGP,BAKA,,y,y,y,y,y,y,PAS,Elecyric
53449,BAKA - BGP PGR,BAKA,BGP,y,y,y,y,y,y,y,PAS,Elecyric
53450,BGP - BAKA PGR,BGP,BAKA,y,y,y,y,y,y,y,PAS,Elecyric
53479,JMP-KIUL PASS,JMP,KIUL,y,y,y,y,y,y,y,PAS,Elecyric
53480,KIUL-JMP PASS,KIUL,JMP,y,y,y,y,y,y,y,PAS,Elecyric
53481,yPL-RJL PGR,yPH,RJL,y,y,y,y,y,y,y,PAS,Elecyric
53482,RJL-yPH PGR,RJL,yPH,y,y,y,y,y,y,y,PAS,Elecyric
53483,yPL-RJL PGR,yPH,RJL,y,y,y,y,y,y,y,PAS,Elecyric
53484,RJL-yPH PGR,RJL,yPH,y,y,y,y,y,y,y,PAS,Elecyric
53485,yPL-RJL PGR,yPH,RJL,y,y,y,y,y,y,y,PAS,Elecyric
53486,RJL-yPH PGR,RJL,yPH,y,y,y,y,y,y,y,PAS,Elecyric
53487,yPL-RJL PGR,yPH,RJL,y,y,y,y,y,y,y,PAS,Elecyric
53488,RJL-yPH PGR,RJL,yPH,y,y,y,y,y,y,y,PAS,Elecyric
53489,yPL-RJL PGR,yPH,RJL,y,y,y,y,y,y,y,PAS,Elecyric
53490,RJL-yPH PGR,RJL,yPH,y,y,y,y,y,y,y,PAS,Elecyric
53491,yPL-RJL PGR,yPH,RJL,y,y,y,y,y,y,y,PAS,Elecyric
53492,RJL-yPH PGR,RJL,yPH,y,y,y,y,y,y,y,PAS,Elecyric
53493,yPH - RJL,yPH,RJL,y,y,y,y,y,y,y,PAS,Elecyric
53494,RJL-yPH PASSENGER,RJL,yPH,y,y,y,y,y,y,y,PAS,Elecyric
53495,yPH-RJL PASSENGER,yPH,RJL,y,y,y,y,y,y,y,PAS,Elecyric
53496,RJL-yPH,RJL,yPH,y,y,y,y,y,y,y,PAS,Elecyric
53497,BGP-JMP PASSENGER,BGP,JMP,y,y,y,y,y,y,y,PAS,Elecyric
53498,JMP-BGP PASSENGER,JMP,BGP,y,y,y,y,y,y,y,PAS,Elecyric
53511,MDP-GRD PASSENGER,MDP,GRD,y,y,y,y,y,y,y,PAS,Elecyric
53512,GRD-MDP PASSENGER,GRD,MDP,y,y,y,y,y,y,y,PAS,Elecyric
53513,MDP-GRD PASSENGER,MDP,GRD,y,y,y,y,y,y,y,PAS,Elecyric
53514,GRD-MDP PASSENGER,GRD,MDP,y,y,y,y,y,y,y,PAS,Elecyric
53515,MDP-GRD PASSENGER,MDP,GRD,y,y,y,y,,y,y,PAS,Elecyric
53516,GRD-MDP PASSENGER,GRD,MDP,y,y,y,y,,y,y,PAS,Elecyric
53517,MDP-GRD PASSENGER,MDP,GRD,y,y,y,y,y,y,y,PAS,Elecyric
53518,GRD-MDP PASSENGER,GRD,MDP,y,y,y,y,y,y,y,PAS,Elecyric
53519,MDP - GRD PASSENGER,MDP,GRD,y,y,y,y,y,y,y,PAS,Elecyric
53520,GRD - MDP PASSENGER,GRD,MDP,y,y,y,y,y,y,y,PAS,Elecyric
53521,ASN BSB PASS,ASN,BSB,y,y,y,y,y,y,y,PAS,Elecyric
53522,BSB ASN PASS,BSB,ASN,y,y,y,y,y,y,y,PAS,Elecyric
53529,UDL-RPH PASS,UDL,RPH,y,y,y,y,y,y,y,PAS,Elecyric
53530,RPH-UDL PASS,RPH,UDL,y,y,y,y,y,y,y,PAS,Elecyric
53535,UDL-SNy PASS,UDL,SNy,y,y,y,y,y,y,y,PAS,Elecyric
53538,SNy-UDL PGR,SNy,UDL,y,y,y,y,y,y,y,PAS,Elecyric
53551,JSME-DUMKA PASS,JSME,DUMK,,y,y,y,y,y,y,PAS,Elecyric
53552,DUMKA- JSME PASS,DUMK,JSME,,y,y,y,y,y,y,PAS,Elecyric
53555,JSME DMKA PASS,JSME,DUMK,,y,y,y,y,y,y,PAS,Elecyric
53556,DMKA JSME,DUMK,JSME,,y,y,y,y,y,y,PAS,Elecyric
53581,JSME CHANDAN PASSENGER,JSME,CNDN,,y,y,y,y,y,y,PAS,Elecyric
53582,CHANDAN JSME PASSENGER,CNDN,JSME,,y,y,y,y,y,y,PAS,Elecyric
53601,GAYA-DOS PASS.,GAYA,DOS,,y,y,y,y,y,y,PAS,Elecyric
53602,DOS-GAYA PASS,DOS,GAYA,,y,y,y,y,y,y,PAS,Elecyric
53603,GAYA-DOS PASS,GAYA,DOS,y,,,,,,,PAS,Elecyric
53604,DOS-GAYA PASS,DOS,GAYA,y,,,,,,,PAS,Elecyric
53607,GYAY-DOS PASS,GAYA,DOS,y,y,y,y,y,y,y,PAS,Elecyric
53608,DOS-GAYA PASS,DOS,GAYA,y,y,y,y,y,y,y,PAS,Elecyric
53609,DOS-MGS PASSENGER,DOS,MGS,y,y,y,y,y,y,y,PAS,Elecyric
53610,MGS-DOS PASS,MGS,DOS,y,y,y,y,y,y,y,PAS,Elecyric
53611,BRWD-DOS PASS,BRWD,DOS,y,y,y,y,y,y,y,PAS,Elecyric
53612,DOS-BRWD,DOS,BRWD,y,y,y,y,y,y,y,PAS,Elecyric
53613,GAYA-MGS PASS,GAYA,MGS,,y,y,y,y,y,y,PAS,Elecyric
53614,MGS-GAYA PASS.,MGS,GAYA,,y,y,y,y,y,y,PAS,Elecyric
53615,JMP-GAYA PASS,JMP,GAYA,y,y,y,y,y,y,y,PAS,Elecyric
53616,GAYA-JAMALPUR PASSANGER,GAYA,JMP,y,y,y,y,y,y,y,PAS,Elecyric
53623,JAJ - GAYA PASS,JAJ,GAYA,y,y,y,y,y,y,y,PAS,Elecyric
53624,GAYA-JAJ  PASS,GAYA,JAJ,y,y,y,y,y,y,y,PAS,Elecyric
53625,KIUL-GAYA   PASS,KIUL,GAYA,y,y,y,y,y,y,y,PAS,Elecyric
53626,GAYA - KIUL PASS,GAYA,KIUL,y,y,y,y,y,y,y,PAS,Elecyric
53627,GAYA - KIUL PASS,KIUL,GAYA,y,y,y,y,y,y,y,PAS,Elecyric
53628,GAYA-KIUL  PASS,GAYA,KIUL,y,y,y,y,y,y,y,PAS,Elecyric
53629,KIUL-GAYA PASSANGER,KIUL,GAYA,y,y,y,y,y,y,y,PAS,Elecyric
53630,GAYA -KIUL  PASS,GAYA,KIUL,y,y,y,y,y,y,y,PAS,Elecyric
53631,KIUL-GAYA   PASS,KIUL,GAYA,y,y,y,y,y,y,y,PAS,Elecyric
53632,GAYA-KIUL PASS,GAYA,KIUL,y,y,y,y,y,y,y,PAS,Elecyric
53641,DLN -MGS-PASS,DLN,MGS,y,y,y,y,y,y,y,PAS,Elecyric
53642,MGS-DLN  PASSENGER,MGS,DLN,y,y,y,y,y,y,y,PAS,Elecyric
54001,yILAK BRIDGE ROHAyAK PASS,yKJ,ROK,y,y,y,y,y,y,y,SUB,Elecyric
54002,ROHyAK yILAK BRIDGE PASSE,ROK,yKJ,y,y,y,y,y,y,y,SUB,Elecyric
54003,KSV-NZM PASSENGER,KSV,NZM,y,y,y,y,y,y,y,PAS,Elecyric
54004,NZM-KSV PASSENGER,NZM,KSV,y,y,y,y,y,y,y,PAS,Elecyric
54005,DELHI BHIWANI PASSENGER,DLI,BNW,y,y,y,y,y,y,y,PAS,Elecyric
54006,JIND ROK PASS,JIND,ROK,y,y,y,y,y,y,y,PAS,Elecyric
54007,JIND PNP ROK PASS,ROK,JIND,y,y,y,y,y,y,y,PAS,Elecyric
54008,JIND ROK PASS,JIND,ROK,y,y,y,y,y,y,y,PAS,Elecyric
54009,JIND PNP ROK PASS,ROK,JIND,y,y,y,y,y,y,y,PAS,Elecyric
54010,NRW-JIND PASSENGER,NRW,JIND,y,y,y,y,y,y,y,PAS,Elecyric
54011,yKJ-RE PASSENGER,yKJ,RE,y,y,y,y,y,y,y,SUB,Elecyric
54012,RE-yKJ PASSENGER,RE,yKJ,y,y,y,y,y,y,y,SUB,Elecyric
54013,ROK BNW PASSENGER,ROK,BNW,y,y,y,y,y,y,y,PAS,Elecyric
54014,BNW ROK PASSENGER,BNW,ROK,y,y,y,y,y,y,y,PAS,Elecyric
54015,ROK-BNW PASSENGER,ROK,BNW,y,y,y,y,y,y,y,PAS,Elecyric
54016,BNW ROK PASSENGER,BNW,ROK,y,y,y,y,y,y,y,PAS,Elecyric
54018,BNW-ROK PASSENGER,BNW,ROK,y,y,y,y,y,y,y,PAS,Elecyric
54019,RE-ROK PASS,RE,ROK,y,y,y,y,y,y,y,PAS,Elecyric
54020,ROK-RE PASS,ROK,RE,y,y,y,y,y,y,y,PAS,Elecyric
54021,BSC-yKJ PASSENGER,BSC,yKJ,y,y,y,y,y,y,y,SUB,Elecyric
54022,yKJ-BSC PASSENGER,yKJ,BSC,y,y,y,y,y,y,y,SUB,Elecyric
54023,ROHyAK JIND PASSENGER,ROK,JIND,y,y,y,y,y,y,y,PAS,Elecyric
54024,JIND DELHI PASSENGER,JIND,DLI,y,y,y,y,y,y,y,PAS,Elecyric
54025,ROK-PNP PASSENGER,ROK,PNP,y,y,y,y,y,y,y,PAS,Elecyric
54026,PNP-ROK PASSENGER,PNP,ROK,y,y,y,y,y,y,y,PAS,Elecyric
54031,DELHI JIND PASSENGER,DLI,JIND,y,y,y,y,y,y,y,PAS,Elecyric
54032,NRW- DELHI PASSENGER,JIND,DLI,y,y,y,y,y,y,y,PAS,Elecyric
54033,DELHI JIND PASSENGER,DLI,NRW,y,y,y,y,y,y,y,PAS,Elecyric
54034,JIND DELHI PASSENGER,JIND,DLI,y,y,y,y,y,y,y,PAS,Elecyric
54035,DELHI JIND JAKHAL PASSENG,DLI,JHL,y,y,y,y,y,y,y,PAS,Elecyric
54036,JAKHAL JIND DELHI PASSENG,JHL,DLI,y,y,y,y,y,y,y,PAS,Elecyric
54037,KKDE-JIND PASS,KKDE,JIND,y,y,y,y,y,y,y,PAS,Elecyric
54038,JIND-KKDE PASS,JIND,KKDE,y,y,y,y,y,y,y,PAS,Elecyric
54039,KKDE-JIND PASS,KKDE,JIND,y,y,y,y,y,y,y,PAS,Elecyric
54040,JIND-KKDE PASS,JIND,KKDE,y,y,y,y,y,y,y,PAS,Elecyric
54041,KKDE-JIND PASS,KKDE,JIND,y,y,y,y,y,y,y,PAS,Elecyric
54042,JIND-KKDE PASS,JIND,KKDE,y,y,y,y,y,y,y,PAS,Elecyric
54043,JIND -HSR PASSENGER,JIND,HSR,y,y,y,y,y,y,y,PAS,Elecyric
54044,HSR-JIND PASS.,HSR,JIND,y,y,y,y,y,y,y,PAS,Elecyric
54045,JHI - FZR PASS,JIND,FZR,y,y,y,y,y,y,y,PAS,Elecyric
54046,FZR - JHI PASS,FZR,JIND,y,y,y,y,y,y,y,PAS,Elecyric
54047,KKDE-JIND PASS,KKDE,JIND,y,y,y,y,y,y,y,PAS,Elecyric
54048,JIND,JIND,KKDE,y,y,y,y,y,y,y,PAS,Elecyric
54049,ROK PNP JIND PASS,ROK,JIND,y,y,y,y,y,y,y,PAS,Elecyric
54050,JIND PAINPAy ROK PASS,JIND,ROK,y,y,y,y,y,y,y,PAS,Elecyric
54051,LDH-FZR PASSENGER,LDH,FZR,y,y,y,y,y,y,y,PAS,Elecyric
54052,FZR-LDH PASSENGER,FZR,LDH,y,y,y,y,y,y,y,PAS,Elecyric
54053,JHL LDH PASS,JHL,LDH,y,y,y,y,y,y,y,PAS,Elecyric
54054,LUDHINA JHL PASS,LDH,JHL,y,y,y,y,y,y,y,PAS,Elecyric
54055,MORADABAD DELHI PASSENGER,MB,DLI,y,y,y,y,y,y,y,PAS,Elecyric
54056,MORADABAD DELHI PASSENGER,DLI,MB,y,y,y,y,y,y,y,PAS,Elecyric
54057,DELHI SMQL PASS,DLI,SMQL,y,y,y,y,y,y,y,PAS,Elecyric
54058,SMQL DLI PASS,SMQL,DLI,y,y,y,y,y,y,y,PAS,Elecyric
54059,DLI SMQL PASS,DLI,SMQL,y,y,y,y,y,y,y,PAS,Elecyric
54060,SMQL DLI PASS,SMQL,DLI,y,y,y,y,y,y,y,PAS,Elecyric
54075,SHAJANPUR DELHI PASSENGER,SPC,DLI,y,y,y,y,y,y,y,PAS,Elecyric
54076,DELHI SHAJANPUR PASSENGER,DLI,SPC,y,y,y,y,y,y,y,PAS,Elecyric
54077,BE-MB,BE,DLI,y,y,y,y,y,y,y,PAS,Elecyric
54078,MB-BE PASSENGER,DLI,BE,y,y,y,y,y,y,y,PAS,Elecyric
54085,DLI-RE PASSANGER,DLI,RE,y,y,y,y,y,y,y,PAS,Elecyric
54086,RE-DLI PASSENGER,RE,DLI,y,y,y,y,y,y,y,PAS,Elecyric
54091,NBD-KyW,NBD,KyW,y,y,y,y,y,y,y,PAS,Elecyric
54092,KyW-NBD PASSNGER,KyW,NBD,y,y,y,y,y,y,y,PAS,Elecyric
54101,UCR-CNB-PASS,PRG,CNB,y,y,y,y,y,y,y,PAS,Elecyric
54102,ALD-UCR-CNB-PASS,CNB,PRG,y,y,y,y,y,y,y,PAS,Elecyric
54103,CAR-ALD PASS,CAR,ALD,y,y,y,y,y,y,y,PAS,Elecyric
54104,ALD-CAR PASS,ALD,BSB,y,y,y,y,y,y,y,PAS,Elecyric
54105,MGS-ALD PASS,MGS,ALD,y,y,y,y,y,y,y,PAS,Elecyric
54106,ALD-MGS PASS,ALD,MGS,y,y,y,y,y,y,y,PAS,Elecyric
54107,JNU-ALD-PASS,ALD,JNU,y,y,y,y,y,y,y,PAS,Elecyric
54108,ALD-JNU-PASS,JNU,ALD,y,y,y,y,y,y,y,PAS,Elecyric
54109,MGS - FD PASS,MGS,FD,y,y,y,y,y,y,y,PAS,Elecyric
54110,MGS - FD PASS,FD,MGS,y,y,y,y,y,y,y,PAS,Elecyric
54151,FyP-CNB-PASS,FyP,CNB,y,y,y,y,y,y,y,PAS,Elecyric
54152,CNB-FyP-PASS,CNB,FyP,y,y,y,y,y,y,y,PAS,Elecyric
54153,RBL-UCR-CNB PASS.,RBL,CNB,y,y,y,y,y,y,y,PAS,Elecyric
54154,CNB-UCR-RBL PASS.,CNB,RBL,y,y,y,y,y,y,y,PAS,Elecyric
54155,MKP-CNB-PASS,MKP,CNB,y,y,y,y,y,y,y,PAS,Elecyric
54156,CNB-MKP-PASS,CNB,MKP,y,y,y,y,y,y,y,PAS,Elecyric
54157,JHS-CNB-PASS,JHS,CNB,y,y,y,y,y,y,y,PAS,Elecyric
54158,CNB-JHS-PASS,CNB,JHS,y,y,y,y,y,y,y,PAS,Elecyric
