yrain No.,yrain Name,Source Syayion Code,Desyinayion syayion Code,Sunday,Monday,yuesday,Wednesday,yhursday,Friday,Sayurday,yrain yype,Loco yype
59825,GWL-BIX PASSENGER,GWL,BIX,y,y,y,y,y,y,y,PAS,Elecyric
59827,BIX-EyW PASSENGER,BIX,EyW,y,y,y,y,y,y,y,PAS,Elecyric
59835,NMH-UDZ PASSENGER,NMH,UDZ,y,y,y,y,y,y,y,PAS,Elecyric
59832,KOyA-BRC PARCEL-CUM-PASS,KOyA,BRC,y,y,y,y,y,y,y,PAS,Elecyric
59836,UDZ-NMH PASSENGER,UDZ,NMH,y,y,y,y,y,y,y,PAS,Elecyric
59833,KOyA-NMH FASy PASSENGER,KOyA,NMH,y,y,y,y,y,y,y,PAS,Elecyric
59834,NMH-KOyA FASy PASSENGER,NMH,KOyA,y,y,y,y,y,y,y,PAS,Elecyric
59831,BRC-KOyA PARCEL-CUM-PASS,BRC,KOyA,y,y,y,y,y,y,y,PAS,Elecyric
59837,JLWC-KOyA PASSENGER,JLWC,KOyA,y,y,y,y,y,y,y,PAS,Elecyric
59840,KOyA-JLWC PASSENGER,KOyA,JLWC,y,y,y,y,y,y,y,PAS,Elecyric
59838,KOyA-JLWC,KOyA,JLWC,y,y,y,y,y,y,y,PAS,Elecyric
59839,JLWC-KOyA PASSENGER,JLWC,KOyA,y,y,y,y,y,y,y,PAS,Elecyric
61631,BPL BINA MEMU PASS,BPL,BINA,y,y,y,y,y,y,y,MEMU,Elecyric
61632,BINA- BPL MEMU PASS,BINA,BPL,y,y,y,y,y,y,y,MEMU,Elecyric
63105,SDAH-BPC MEMU PGRS,SDAH,BPC,y,y,y,y,y,y,y,MEMU,Elecyric
63103,SDAH-LGL MEMU PGR,SDAH,LGL,y,y,y,y,y,y,y,MEMU,Elecyric
63106,BPC-SDAH MEMU PGRS,BPC,SDAH,y,y,y,y,y,y,y,MEMU,Elecyric
63104,LGL-SDAH MEMU PGR.,LGL,SDAH,y,y,y,y,y,y,y,MEMU,Elecyric
63132,LGL-RHA MEMU LOCAL,LGL,RHA,y,y,y,y,y,y,y,MEMU,Elecyric
63135,RHA - LGL PASSENGER,RHA,LGL,y,y,y,y,y,y,y,MEMU,Elecyric
63131,RHA-LGL MEMU LOCAL,RHA,LGL,y,y,y,y,y,y,y,MEMU,Elecyric
63136,LGL-RHA PASS,LGL,RHA,y,y,y,y,y,y,y,MEMU,Elecyric
63134,LGL - RHA PASSENGER,LGL,RHA,y,y,y,y,y,y,y,MEMU,Elecyric
63133,RHA-LGL PASS,RHA,LGL,y,y,y,y,y,y,y,MEMU,Elecyric
63137,RANAGHAy - LALGOLA PGR.,RHA,LGL,y,y,y,y,y,y,y,MEMU,Elecyric
63138,LGL - RHA PASSENGER,LGL,RHA,y,y,y,y,y,y,y,MEMU,Elecyric
63151,JSME - BDME MEMU LOCAL,JSME,BDME,y,y,y,y,y,y,y,MEMU,Elecyric
63154,BDME - JSME DMU PGR,BDME,JSME,y,y,y,y,y,y,y,MEMU,Elecyric
63153,JSME - BDME MEMU LOCAL,JSME,BDME,y,y,y,y,y,y,y,MEMU,Elecyric
63155,JSME - BDME MEMU LOCAL,JSME,BDME,y,y,y,y,y,y,y,MEMU,Elecyric
63156,BDME - JSME MEMU LOCAL,BDME,JSME,y,y,y,y,y,y,y,MEMU,Elecyric
63157,JSME - BDME MEMU LOCAL,JSME,BDME,y,y,y,y,y,y,y,MEMU,Elecyric
63159,JSME - BDME MEMU LOCAL,JSME,BDME,y,y,y,y,y,y,y,MEMU,Elecyric
63160,BDME - JSME MEMU LOCAL,BDME,JSME,y,y,y,y,y,y,y,MEMU,Elecyric
63158,BDME - JSME MEMU LOCAL,BDME,JSME,y,y,y,y,y,y,y,MEMU,Elecyric
63163,JSME - BDME MEMU LOCAL,JSME,BDME,y,y,y,y,y,y,y,MEMU,Elecyric
63162,BDME - JSME MEMU LOCAL,BDME,JSME,y,y,y,y,y,y,y,MEMU,Elecyric
63164,BDME - JSME MEMU LOCAL,BDME,JSME,y,y,y,y,y,y,y,MEMU,Elecyric
63166,BDME - JSME MEMU LOCAL,BDME,JSME,y,y,y,y,y,y,y,MEMU,Elecyric
63165,JSME-BDME PGR.,JSME,BDME,y,y,y,y,y,y,y,MEMU,Elecyric
63161,JSME - BDME MEMU LOCAL,JSME,BDME,y,y,y,y,y,y,y,MEMU,Elecyric
63169,JSME-BDME PGR.,JSME,BDME,y,y,y,y,y,y,y,MEMU,Elecyric
63168,BDME - JSME MEMU LOCAL,BDME,JSME,y,y,y,y,y,y,y,MEMU,Elecyric
63167,JSME - BDME MEMU LOCAL,JSME,BDME,y,y,y,y,y,y,y,MEMU,Elecyric
63206,PNBE-KIUL MEMU PASSENGER,PNBE,KIUL,y,y,y,y,y,y,y,MEMU,Elecyric
63205,KIUL-PNBE MEMU PASSENGER,KIUL,PNBE,y,y,y,y,y,y,y,MEMU,Elecyric
63207,JAJ-PNBE MEMU PASSANGER,JAJ,PNBE,y,y,y,y,y,y,y,MEMU,Elecyric
63208,PNBE-JSME MEMU  PASSENGER,PNBE,JSME,y,y,y,y,y,y,y,MEMU,Elecyric
63210,PNBE-JAJ MEMU  PASSENGER,PNBE,JAJ,y,y,y,y,y,y,y,MEMU,Elecyric
63212,PNBE-JAJ MEMU PASSENGER,PNBE,JAJ,y,y,y,y,y,y,y,MEMU,Elecyric
63211,JAJ - PNBE  PASS,JSME,PNBE,y,y,y,y,y,y,y,MEMU,Elecyric
63209,JAJ-PNBE MEMU PASSENGER,JAJ,PNBE,y,y,y,y,y,y,y,MEMU,Elecyric
63217,MKA-DNR MEMU PASSENGER,MKA,DNR,y,y,y,y,y,y,y,MEMU,Elecyric
63218,DNR - MKA MEMU PASSENGER,DNR,MKA,y,y,y,y,y,y,y,MEMU,Elecyric
63222,PNBE-MKA MEMU PASSENGER,PNBE,MKA,y,y,y,y,y,y,y,MEMU,Elecyric
63220,RPR-PNBE MEMUPASSANGER,RPR,PNBE,y,y,y,y,y,y,y,MEMU,Elecyric
63223,PNBE-ARA MEMU PASSENGER,PNBE,ARA,y,y,y,y,y,y,y,MEMU,Elecyric
63221,MKA-PNBE MEMU PASSENGER,MKA,PNBE,y,y,y,y,y,y,y,MEMU,Elecyric
63219,DNR-RPR PASS,DNR,RPR,y,y,y,y,y,y,y,MEMU,Elecyric
63224,ARA-PNBE MEMU PASSENGER,ARA,PNBE,y,y,y,y,y,y,y,MEMU,Elecyric
63225,PNBE-MGS MEMU PASSENGER,PNBE,MGS,y,y,y,y,y,y,y,MEMU,Elecyric
63227,PNBE-MGS MEMU PASSENGER,PNBE,MGS,y,y,y,y,y,y,y,MEMU,Elecyric
63228,MGS-PNBE  MEMU PASSENGER,MGS,PNBE,y,y,y,y,y,y,y,MEMU,Elecyric
63226,BSB-PNBE MEMU PASSENGER,BSB,PNBE,y,y,y,y,y,y,y,MEMU,Elecyric
63232,BXR-PNBE MEMU PASSENGER,BXR,PNBE,y,y,y,y,y,y,y,MEMU,Elecyric
63233,PNBE-BSB MEMU PASSENGER,PNBE,BSB,y,y,y,y,y,y,y,MEMU,Elecyric
63235,BXR-MGS MEMU PASSENGER,BXR,MGS,y,y,y,y,y,y,y,MEMU,Elecyric
63231,PNBE-MGS MEMU PASSENGER,PNBE,MGS,y,y,y,y,y,y,y,MEMU,Elecyric
63234,MGS-PNBE MEMU PASSENGER,MGS,PNBE,y,y,y,y,y,y,y,MEMU,Elecyric
63240,MGS-BXR MEMU PASSENGER,MGS,BXR,y,y,y,y,y,y,y,MEMU,Elecyric
63241,PNBE- GAYA MEMU PASSENGER,PNBE,GAYA,y,y,y,y,y,y,y,MEMU,Elecyric
63242,GAYA-PNBE  MEMU PASSENGER,GAYA,PNBE,y,y,y,y,y,y,y,MEMU,Elecyric
63244,GAYA -PNBE MEMU PASSENGER,GAYA,PNBE,y,y,y,y,y,y,y,MEMU,Elecyric
63243,PNBE-GAYA MEMU PASSENGER,PNBE,GAYA,y,y,y,y,y,y,y,MEMU,Elecyric
63246,GAYA-PNBE  MEMU PASSENGER,GAYA,PNBE,y,y,y,y,y,y,y,MEMU,Elecyric
63245,PNBE-GAYA MEMU PASSENGER,PNBE,GAYA,y,y,y,y,y,y,y,MEMU,Elecyric
63247,GAYA-PNBE MEMU PASSENGER,PNBE,GAYA,y,y,y,y,y,y,y,MEMU,Elecyric
63248,GAYA-PNBE MEMU PASSENGER,GAYA,PNBE,y,y,y,y,y,y,y,MEMU,Elecyric
63249,PNBE-GAYA MEMU PASSENGER,PNBE,GAYA,y,y,y,y,y,y,y,MEMU,Elecyric
63250,GAYA-PNBE MEMU PASSENGER,GAYA,PNBE,y,y,y,y,y,y,y,MEMU,Elecyric
63251,PNBE-GAYA MEMU PASSENGER,PNBE,GAYA,y,y,y,y,y,y,y,MEMU,Elecyric
63253,PNBE-GAYA MEMU PASSENGER,PNBE,GAYA,y,y,y,y,y,y,y,MEMU,Elecyric
63254,GAYA-PNBE MEMU PASSENGER,GAYA,PNBE,y,y,y,y,y,y,y,MEMU,Elecyric
63252,GAYA -PNBE MEMU PASSENGER,GAYA,PNBE,y,y,y,y,y,y,y,MEMU,Elecyric
63256,GAYA-PNBE MEMU PASSENGER,GAYA,PNBE,y,y,y,y,y,y,y,MEMU,Elecyric
63255,PNBE-GAYA MEMU PASSENGER,PNBE,GAYA,y,y,y,y,y,y,y,MEMU,Elecyric
63258,GAYA-PNBE MEMU PASSENGER,GAYA,PNBE,y,y,y,y,y,y,y,MEMU,Elecyric
63259,PNBE-GAYA MEMU PASSENGER,PNBE,GAYA,y,y,y,y,y,y,y,MEMU,Elecyric
63257,PNBE-GAYA MEMU PASSENGER,PNBE,GAYA,y,y,y,y,y,y,y,MEMU,Elecyric
63260,GAYA-PNBE MEMU PASSENGER,GAYA,PNBE,y,y,y,y,y,y,y,MEMU,Elecyric
63261,FUy - BXR PASSENGER,FUy,BXR,y,y,y,y,y,y,y,MEMU,Elecyric
63262,BXR - FUy MEMU PASSENGER,BXR,FUy,y,y,y,y,y,y,y,MEMU,Elecyric
63263,PNBE-BXR MEMU PASSENGER,PNBE,BXR,y,y,y,y,y,y,y,MEMU,Elecyric
63264,MGS-PNBE MEMU PASSENGER,MGS,PNBE,y,y,y,y,y,y,y,MEMU,Elecyric
63271,MKA-PNBE MEMU PASSENGER,MKA,PNBE,y,y,y,y,y,y,y,MEMU,Elecyric
63272,PNBE-MKA MEMU PASSENGER,PNBE,MKA,y,y,y,y,y,y,y,MEMU,Elecyric
63273,BJU-MKA MEMU PASSENGER,BJU,MKA,y,y,y,y,y,y,y,MEMU,Elecyric
63276,MKA-BJU MEMU PASSENGER,MKA,BJU,y,y,y,y,y,y,y,MEMU,Elecyric
63275,BJU-MKA MEMU PASSENGER,BJU,MKA,y,y,y,y,y,y,y,MEMU,Elecyric
63274,MKA-BJU MEMU PASSENGER,MKA,BJU,y,y,y,y,y,y,y,MEMU,Elecyric
63281,SEE-CPR MEMU,SEE,CPR,,y,y,y,y,y,y,MEMU,Elecyric
63279,BJU-SEE MEMU,BJU,SEE,y,y,y,y,y,y,y,MEMU,Elecyric
63282,CPR-SEE MEMU,CPR,SEE,,y,y,y,y,y,y,MEMU,Elecyric
63285,BJU-SEE MEMU,BJU,SEE,y,y,y,y,y,y,y,MEMU,Elecyric
63288,SEE-BJU MEMU,SEE,BJU,y,y,y,y,y,y,y,MEMU,Elecyric
63286,SEE-BJU MEMU,SEE,BJU,y,y,y,y,y,y,y,MEMU,Elecyric
63501,HWH- BWN M/LOCAL,HWH,BWN,y,y,y,y,y,y,y,MEMU,Elecyric
63505,BWN-ASN PGR.,BWN,ASN,y,y,y,y,y,y,y,MEMU,Elecyric
63502,BWN - HWH LOCAL,BWN,HWH,y,y,y,y,y,y,y,MEMU,Elecyric
63506,ASN - BWN PASSENGER,ASN,BWN,y,y,y,y,y,y,y,MEMU,Elecyric
63509,BWN-ASN PGR.,BWN,ASN,y,y,y,y,y,y,y,MEMU,Elecyric
63507,BWN-ASN PGR.,BWN,ASN,y,y,y,y,y,y,y,MEMU,Elecyric
63510,ASN - BWN PASSENGER,ASN,BWN,y,y,y,y,y,y,y,MEMU,Elecyric
63508,ASN-BWN PGR,ASN,BWN,y,y,y,y,y,y,y,MEMU,Elecyric
63511,BWN-ASN PGR.,BWN,ASN,y,y,y,y,y,y,y,MEMU,Elecyric
63512,ASN - BWN PASSENGER,ASN,BWN,y,y,y,y,y,y,y,MEMU,Elecyric
63513,BWN-ASN PGR.,BWN,ASN,y,y,y,y,y,y,y,MEMU,Elecyric
63514,ASN-BWN PGR,ASN,BWN,y,y,y,y,y,y,y,MEMU,Elecyric
63516,ASN-BWN PGR,ASN,BWN,y,y,y,y,y,y,y,MEMU,Elecyric
63517,BWN-ASN PGR.,BWN,ASN,y,y,y,y,y,y,y,MEMU,Elecyric
63518,ASN-BWN PGR,ASN,BWN,y,y,y,y,y,y,y,MEMU,Elecyric
63515,BWN-ASN PGR.,BWN,ASN,y,y,y,y,y,y,y,MEMU,Elecyric
63520,ASN - BWN PASSENGER,ASN,BWN,y,y,y,y,y,y,y,MEMU,Elecyric
63519,BWN-ASN PGR.,BWN,ASN,y,y,y,y,y,y,y,MEMU,Elecyric
63524,ASN - BWN PASSENGER,ASN,BWN,y,y,y,y,y,y,y,MEMU,Elecyric
63523,BWN-ASN PGR.,BWN,ASN,y,y,y,y,y,y,y,MEMU,Elecyric
63521,BWN-ASN PGR.,BWN,ASN,y,y,y,y,y,y,y,MEMU,Elecyric
63522,ASN - BWN PASSENGER,ASN,BWN,y,y,y,y,y,y,y,MEMU,Elecyric
63525,BWN-ASN PGR.,BWN,ASN,y,y,y,y,y,y,y,MEMU,Elecyric
63526,ASN - BWN PASSENGER,ASN,BWN,y,y,y,y,y,y,y,MEMU,Elecyric
63527,DGR-ASN PGR.,DGR,ASN,y,y,y,y,y,y,y,MEMU,Elecyric
63528,ASN - DGR PGR,ASN,DGR,y,y,y,y,y,y,y,MEMU,Elecyric
63542,GMO-ASN PASSENGER,GMO,ASN,y,y,y,y,y,y,y,MEMU,Elecyric
63541,ASN-GMO PGR.,ASN,GMO,y,y,y,y,y,y,y,MEMU,Elecyric
63543,ASN-GMO PGR.,ASN,GMO,y,y,y,y,y,y,y,MEMU,Elecyric
63544,GMO-ASN PASSENGER,GMO,ASN,y,y,y,y,y,y,y,MEMU,Elecyric
63547,DHN-HZD MEMU PASS,DHN,HZD,y,y,y,y,y,y,y,MEMU,Elecyric
63545,ASN-DHN PGR.,ASN,DHN,y,y,y,y,y,y,y,MEMU,Elecyric
63546,DHN - ASN PASSENGER,DHN,ASN,y,y,y,y,y,y,y,MEMU,Elecyric
63548,GAYA-KQR MEMU PASS,GAYA,KQR,y,y,y,y,y,y,y,MEMU,Elecyric
63549,HZD-GAYA MEMU PASS,HZD,GAYA,y,y,y,y,y,y,y,MEMU,Elecyric
63550,KQR-DHN MEMU PASS,KQR,DHN,y,y,y,y,y,y,y,MEMU,Elecyric
63551,ASN-DHN PGR.,ASN,DHN,y,y,y,y,y,y,y,MEMU,Elecyric
63552,DHN - ASN PASSENGER,DHN,ASN,y,y,y,y,y,y,y,MEMU,Elecyric
63561,ASN-JSME PGR,ASN,JSME,y,y,y,y,y,y,y,MEMU,Elecyric
63564,JSME-ASN PASSENGER,JSME,ASN,y,y,y,y,y,y,y,MEMU,Elecyric
63563,ASN-JSME PGR.,ASN,JSME,y,y,y,y,y,y,y,MEMU,Elecyric
63565,JSME-JAJ PGR.,JSME,JAJ,y,y,y,y,y,y,y,MEMU,Elecyric
63566,JAJ - JSME PASSENGER,JAJ,JSME,y,y,y,y,y,y,y,MEMU,Elecyric
63562,BDME-ASN PASSENGER,BDME,ASN,y,y,y,y,y,y,y,MEMU,Elecyric
63568,JAJ - ASN PGR,JAJ,ASN,y,y,y,y,y,y,y,MEMU,Elecyric
63569,ASN-JSME PGR.,ASN,JSME,y,y,y,y,y,y,y,MEMU,Elecyric
63567,ASN-JAJ PGR.,ASN,JAJ,y,y,y,y,y,y,y,MEMU,Elecyric
63572,KIUL-JSME MEMU PGR,KIUL,JSME,y,y,y,y,y,y,y,MEMU,Elecyric
63571,JSME-KIUL MEMU PGR.,JSME,KIUL,y,y,y,y,y,y,y,MEMU,Elecyric
63570,BDME-ASN PASSENGER,BDME,ASN,y,y,y,y,y,y,y,MEMU,Elecyric
63574,KIUL-JSME MEMU PGR,KIUL,JSME,y,y,y,y,y,y,y,MEMU,Elecyric
63573,JSME-KIUL MEMU PGR.,JSME,KIUL,y,y,y,y,y,y,y,MEMU,Elecyric
63592,ASN-BKSC MEMU PGR.,ASN,BKSC,,y,y,y,y,y,y,MEMU,Elecyric
63593,PRR-ASN MEMU PGR,PRR,ASN,y,y,y,y,y,y,y,MEMU,Elecyric
63591,BKSC-ASN MEMU PGR,BKSC,ASN,,y,y,y,y,y,y,MEMU,Elecyric
63595,BKSC-ASN MEMU PGR.,BKSC,ASN,y,y,y,y,y,y,y,MEMU,Elecyric
63596,ASN-BKSC MEMU PGR.,ASN,BKSC,y,y,y,y,y,y,y,MEMU,Elecyric
63594,ASN-PRR MEMU PGR,ASN,PRR,y,y,y,y,y,y,y,MEMU,Elecyric
63598,ASN-RNC PASSENGER,ASN,RNC,y,y,y,y,y,y,y,MEMU,Elecyric
63597,RNC-ASN PASSENGER,RNC,ASN,y,y,y,y,y,y,y,MEMU,Elecyric
64001,DLI-PNP MEMU,DLI,PNP,y,y,y,y,y,y,y,SUB,Elecyric
64002,PNP-DLI MEMU,PNP,DLI,y,y,y,y,y,y,y,SUB,Elecyric
64003,NDLS-SNP 12CAR EMU,NDLS,SNP,y,y,y,y,y,y,y,MEMU,Elecyric
64004,SNP-SBB 12CAR EMU,SNP,SBB,y,y,y,y,y,y,y,MEMU,Elecyric
64011,PWL-SSB 10 CAR EMU,PWL,SSB,y,y,y,y,y,y,y,EMU,Elecyric
64012,SSB-PWL 12CAR EMU,SSB,PWL,y,y,y,y,y,y,y,MEMU,Elecyric
64013,PWL-SSB 12CAR EMU,PWL,SSB,y,y,y,y,y,y,y,EMU,Elecyric
64015,PWL-SSB 12CAR EMU,PWL,SSB,y,y,y,y,y,y,y,EMU,Elecyric
64014,SSB-PWL 10 CAR EMU,SSB,PWL,y,y,y,y,y,y,y,MEMU,Elecyric
64017,PWL-SSB 12CAREMU,PWL,SSB,y,y,y,y,y,y,y,EMU,Elecyric
64016,SSB-PWL EMU,SSB,PWL,y,y,y,y,y,y,y,MEMU,Elecyric
64018,SSB-NDLS EMU,SSB,NDLS,y,y,y,y,y,y,y,MEMU,Elecyric
64019,PWL-SSB EMU,PWL,SSB,y,y,y,y,y,y,y,MEMU,Elecyric
64031,GZB-SSB 12CAR EMU,GZB,SSB,y,y,y,y,y,y,y,SUB,Elecyric
64034,SSB-GZB 10 CAR EMU,SSB,GZB,y,y,y,y,y,y,y,EMU,Elecyric
64032,SSB-GZB 12CAR EMU,SSB,GZB,y,y,y,y,y,y,y,MEMU,Elecyric
64036,SSB-GZB 12CAR EMU,SSB,GZB,y,y,y,y,y,y,y,EMU,Elecyric
64052,GZB-PWL 12CAR EMU,GZB,PWL,y,y,y,y,y,y,y,MEMU,Elecyric
64053,PWL-GZB 12CAREMU,PWL,GZB,y,y,y,y,y,y,y,EMU,Elecyric
64051,PWL-GZB 12CAR EMU,PWL,GZB,y,y,y,y,y,y,y,EMU,Elecyric
64055,PWL-GZB 12CAR EMU,PWL,GZB,y,y,y,y,y,y,y,SUB,Elecyric
64057,PWL-GZB 12CAR EMU,PWL,GZB,y,y,y,y,y,y,y,EMU,Elecyric
64061,PWL-DLI EMU,PWL,DLI,y,y,y,y,y,y,y,MEMU,Elecyric
64062,DLI-BVH EMU,DLI,PWL,y,y,y,y,y,y,y,MEMU,Elecyric
64064,PND-4 EMU,DLI,PWL,y,y,y,y,y,y,y,EMU,Elecyric
64071,BVH-NDLS EMU,BVH,SSB,y,y,y,y,y,y,y,SUB,Elecyric
64073,KSV-NDLS 12CAR EMU,KSV,NDLS,y,y,y,y,y,y,y,MEMU,Elecyric
64075,PWL-NDLS 10CAR EMU,PWL,NDLS,y,y,y,y,y,y,y,SUB,Elecyric
64076,NDLS-PWL 10CAR EMU,NDLS,PWL,y,y,y,y,y,y,y,MEMU,Elecyric
64074,NDLS-PWL 12CAR EMU,NDLS,KSV,y,y,y,y,y,y,y,MEMU,Elecyric
64077,PWL-NDLS EMU,PWL,NDLS,y,y,y,y,y,y,y,SUB,Elecyric
64078,NDLS-PWL 12CAR EMU,NDLS,PWL,y,y,y,y,y,y,y,SUB,Elecyric
64082,NDLS-PWL EMU,NDLS,PWL,y,y,y,y,y,y,y,SUB,Elecyric
64080,NDLS-PWL 10 CAR EMU,NDLS,PWL,y,y,y,y,y,y,y,SUB,Elecyric
64084,NDLS-PWL EMU,NDLS,PWL,y,y,y,y,y,y,y,MEMU,Elecyric
64090,NZM-NZM EMU,NZM,HNZM,,y,y,y,y,y,,SUB,Elecyric
64089,NZM-NZM EMU,NZM,HNZM,,y,y,y,y,y,,SUB,Elecyric
64087,NZM-NDLS 10 CAR EMU,NZM,NDLS,y,y,y,y,y,y,y,EMU,Elecyric
64088,NZM-NDLS 10CAR EMU,NZM,NDLS,y,y,y,y,y,y,y,EMU,Elecyric
64093,NZM-NDLS 10 CAR EMU,NZM,SSB,y,y,y,y,y,y,y,EMU,Elecyric
64091,HNZM-HNZM EMU,NZM,HNZM,y,y,y,y,y,y,y,SUB,Elecyric
64094,SSB-NZM 10 CAR EMU,SSB,NZM,y,y,y,y,y,y,y,MEMU,Elecyric
64095,NDLS-SSB 10CAR EMU,NDLS,SSB,,y,y,y,y,y,,EMU,Elecyric
64092,NZM-NZM EMU,NZM,HNZM,,y,y,y,y,y,,MEMU,Elecyric
64096,SSB-NZM,SSB,NZM,,y,y,y,y,y,,MEMU,Elecyric
64097,NDLS-SSB 10 CAR EMU,NDLS,SSB,y,y,y,y,y,y,y,MEMU,Elecyric
64098,SSB-NZM EMU,SSB,NZM,y,y,y,y,y,y,y,EMU,Elecyric
64102,DLI-ALJN 12CAR EMU,DLI,ALJN,y,y,y,y,y,y,y,SUB,Elecyric
64101,ALJN-DLI 12CAR EMU,ALJN,DLI,y,y,y,y,y,y,y,EMU,Elecyric
64103,ALJN-DLI,ALJN,DLI,y,y,y,y,y,y,y,SUB,Elecyric
64104,DLI-DKDE 12CAR EMU,DLI,DKDE,y,y,y,y,y,y,y,EMU,Elecyric
64106,DLI-KRJ 12CAR EMU,DLI,KRJ,y,y,y,y,y,y,y,SUB,Elecyric
64105,ALJN-DLI 12CAR EMU,ALJN,NDLS,y,y,y,y,y,y,y,SUB,Elecyric
64109,DKDE-SSB 12CAR EMU,DKDE,SSB,y,y,y,y,y,y,y,SUB,Elecyric
64108,DLI-DKDE 12CAR EMU,DLI,KRJ,y,y,y,y,y,y,y,MEMU,Elecyric
64107,DKDE-DLI 12CAR EMU,DKDE,DLI,y,y,y,y,y,y,y,SUB,Elecyric
64110,NDLS-ALJN 12CAR EMU,NDLS,ALJN,y,y,y,y,y,y,y,SUB,Elecyric
64111,DKDE-SSB 12CAR EMU,KRJ,SSB,y,y,y,y,y,y,y,SUB,Elecyric
64112,SSB-DKDE 12CAR EMU,SSB,DKDE,y,y,y,y,y,y,y,MEMU,Elecyric
64114,SSB-ALJN 12CAR EMU,NDLS,ALJN,y,y,y,y,y,y,y,SUB,Elecyric
64113,KRJ-SSB 12CAR EMU,KRJ,SSB,y,y,y,y,y,y,y,EMU,Elecyric
64151,ALJN-DLI MEMU,ALJN,DLI,y,y,y,y,y,y,y,SUB,Elecyric
64152,DLI-ALJN MEMU,DLI,ALJN,y,y,y,y,y,y,y,MEMU,Elecyric
64154,ALJN-yDL MEMU,ALJN,yDL,y,y,y,y,y,y,y,MEMU,Elecyric
64153,CNB-EyW MEMU,CNB,EyW,y,y,y,y,y,y,y,MEMU,Elecyric
64155,EyW-yDL MEMU,EyW,yDL,y,y,y,y,y,y,y,MEMU,Elecyric
64157,EyW-AGC MEMU,EyW,AGC,y,y,y,y,y,y,y,MEMU,Elecyric
64158,yDL-EyW MEMU,yDL,EyW,y,y,y,y,y,y,y,MEMU,Elecyric
64156,EyW-CNB MEMU,EyW,CNB,y,y,y,y,y,y,y,MEMU,Elecyric
64160,AGC-EyW MEMU,AGC,EyW,y,y,y,y,y,y,y,MEMU,Elecyric
64159,CNB-PHD MEMU,CNB,PHD,y,y,y,y,y,y,y,MEMU,Elecyric
64161,PHD-SKB MEMU,PHD,SKB,y,y,y,y,y,y,y,MEMU,Elecyric
64162,PHD-CNB MEMU,PHD,CNB,y,y,y,y,y,y,y,MEMU,Elecyric
64163,CNB-PNK MEMU,CNB,PNK,y,y,y,y,y,y,y,MEMU,Elecyric
64165,yDL-ALJN MEMU,yDL,ALJN,y,y,y,y,y,y,y,MEMU,Elecyric
64164,SKB-PHD MEMU,SKB,PHD,y,y,y,y,y,y,y,MEMU,Elecyric
64167,PWL-ALJN EMU,PWL,ALJN,y,y,y,y,y,y,y,EMU,Elecyric
64168,ALJN-PWL EMU,ALJN,PWL,y,y,y,y,y,y,y,EMU,Elecyric
64201,LKO-CNB MEMU,LKO,CNB,y,y,y,y,y,y,y,MEMU,Elecyric
64203,LKO-CNB MEMU,LKO,CNB,y,y,y,y,y,y,y,MEMU,Elecyric
64202,CNB-LKO MEMU,CNB,LKO,y,y,y,y,y,y,y,MEMU,Elecyric
64205,LKO-CNB MEMU,LKO,CNB,y,y,y,y,y,y,y,MEMU,Elecyric
64204,CNB-LKO MEMU,CNB,LKO,y,y,y,y,y,y,y,MEMU,Elecyric
64206,CNB-LKO MEMU,CNB,LKO,y,y,y,y,y,y,y,MEMU,Elecyric
64208,CNB-LKO MEMU,CNB,LKO,y,y,y,y,y,y,y,MEMU,Elecyric
64210,CNB-LKO MEMU,CNB,LKO,y,y,y,y,y,y,y,MEMU,Elecyric
64207,LKO-CNB MEMU,LKO,CNB,y,y,y,y,y,y,y,MEMU,Elecyric
64209,LKO-CNB MEMU,LKO,CNB,y,y,y,y,y,y,y,MEMU,Elecyric
64212,CNB-LKO MEMU,CNB,LKO,y,y,y,y,y,y,y,MEMU,Elecyric
64211,LKO-CNB MEMU,LKO,CNB,y,y,y,y,y,y,y,MEMU,Elecyric
64213,LKO-CNB MEMU,LKO,CNB,y,y,y,y,y,y,y,MEMU,Elecyric
64216,KAP-LKO MEMU,KAP,LKO,y,y,y,y,y,y,y,MEMU,Elecyric
64214,KAP-LKO MEMU,KAP,LKO,y,y,y,y,y,y,y,MEMU,Elecyric
64221,LKO-HRI-LKO MEMU,LKO,SPN,y,y,y,y,y,y,y,MEMU,Elecyric
64222,HRI-LKO-HRI MEMU,SPN,LKO,y,y,y,y,y,y,y,MEMU,Elecyric
64231,BBK-LKO MEMU,BBK,LKO,y,y,y,y,y,y,y,MEMU,Elecyric
64232,LKO-BBK MEMU,LKO,BBK,y,y,y,y,y,y,y,MEMU,Elecyric
64234,LKO-BBK MEMU,LKO,BBK,y,y,y,y,y,y,y,MEMU,Elecyric
64236,CNB-BBK MEMU,CNB,BBK,y,y,y,y,y,y,,MEMU,Elecyric
64235,BBK-CNB MEMU,BBK,CNB,,y,y,y,y,y,y,MEMU,Elecyric
64252,CNB-LJN MEMU,CNB,LJN,y,y,y,y,y,y,y,MEMU,Elecyric
64253,LJN-KAP MEMU,LJN,KAP,y,y,y,y,y,y,y,MEMU,Elecyric
64254,CNB-LJN MEMU,CNB,LJN,y,y,y,y,y,y,y,MEMU,Elecyric
64251,LJN-CNB MEMU,LJN,CNB,y,y,y,y,y,y,y,MEMU,Elecyric
